model,dataset,method,id,true_label,true_cwe,true_lines,pred_label,pred_cwe,pred_lines,raw
qwen25_coder_7b,CASTLE_all_250,baseline,798-3,1,798,"[13, 24]",1.0,89.0,[14],"```json
[
    {
        ""severity"": ""High"",
        ""line"": 14,
        ""cwe"": 89,
        ""message"": ""SQL Injection vulnerability due to direct use of user input in SQL query."",
        ""line_content"": ""if (mysql_query(conn, \""SELECT id, token FROM tokens\""))""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,798-4,1,798,[13],0.0,,[],"```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,798-5,1,798,[144],1.0,89.0,"[44, 52, 57]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 44,
        ""cwe"": 89,
        ""message"": ""SQL Injection vulnerability due to direct string concatenation of user input."",
        ""line_content"": ""snprintf(sql, sizeof(sql), \""SELECT * FROM users WHERE username = '%s'\"", username);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 52,
        ""cwe"": 22,
        ""message"": ""Potential buffer overflow in fgets due to fixed size buffer."",
        ""line_content"": ""fgets(username, sizeof(username), stdin);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 57,
        ""cwe"": 22,
        ""message"": ""Potential buffer overflow in fgets due to fixed size buffer."",
        ""line_content"": ""fgets(password, sizeof(password), stdin);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,798-6,1,798,[54],1.0,20.0,"[27, 34]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 27,
        ""cwe"": 20,
        ""message"": ""The program uses a hardcoded SHA-256 hash of a password instead of verifying the actual hashed password."",
        ""line_content"": ""if (!strcmp(password, \""5f004f22114ef74d6c237da41af0cf694f6d01c10ecf3ccb4d198573fcafa3fe\""))""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 34,
        ""cwe"": 78,
        ""message"": ""The program reads user input directly into a buffer without proper bounds checking, which can lead to buffer overflow."",
        ""line_content"": ""fgets(password, sizeof(password), stdin);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,798-7,0,798,[],0.0,,[],"```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,798-8,0,798,[],1.0,89.0,"[44, 52, 57]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 44,
        ""cwe"": 89,
        ""message"": ""SQL Injection vulnerability due to use of user-supplied input in SQL query."",
        ""line_content"": ""snprintf(sql, sizeof(sql), \""SELECT * FROM users WHERE username = '%s'\"", username);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 52,
        ""cwe"": 22,
        ""message"": ""Potential buffer overflow in 'fgets' call due to fixed-size buffer."",
        ""line_content"": ""fgets(username, sizeof(username), stdin);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 57,
        ""cwe"": 22,
        ""message"": ""Potential buffer overflow in 'fgets' call due to fixed-size buffer."",
        ""line_content"": ""fgets(password, sizeof(password), stdin);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,798-9,0,798,[],1.0,327.0,"[24, 42, 47]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 24,
        ""cwe"": 327,
        ""message"": ""The program reads sensitive data (key and IV) from a file without proper validation or sanitization."",
        ""line_content"": ""if (!read_key_and_iv(\""key_iv.txt\"", key, iv)) {""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 42,
        ""cwe"": 327,
        ""message"": ""The program prints the entire ciphertext, which may expose sensitive information."",
        ""line_content"": ""for (int i = 0; i < sizeof(ciphertext); i++) {""
    },
    {
        ""severity"": ""Low"",
        ""line"": 47,
        ""cwe"": 0,
        ""message"": ""The program clears the key and IV from memory after use, which is good practice."",
        ""line_content"": ""memset(key, 0, sizeof(key));""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,798-10,0,798,[],1.0,89.0,[4],"```json
[
    {
        ""severity"": ""High"",
        ""line"": 4,
        ""cwe"": 89,
        ""message"": ""The use of user-supplied data in the URL parameter 'key' can lead to Cross-Site Scripting (XSS) attacks."",
        ""line_content"": ""printf(\""<script async defer src=\\\""https://maps.googleapis.com/maps/api/js?key=%s&callback=initMap\\\""></script>\"", googleMapsApiKey);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,822-1,1,822,"[5, 20, 24, 27]",1.0,190.0,"[16, 18]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 16,
        ""cwe"": 190,
        ""message"": ""Integer overflow or wraparound"",
        ""line_content"": ""scanf(\""%9d\"", input);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 18,
        ""cwe"": 416,
        ""message"": ""Use of uninitialized variable"",
        ""line_content"": ""ptr = input;""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,822-2,1,822,"[5, 6, 24, 27]",1.0,68.0,"[17, 18]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 17,
        ""cwe"": 68,
        ""message"": ""Use of uninitialized pointer 'ptr'"",
        ""line_content"": ""process(ptr);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 18,
        ""cwe"": 416,
        ""message"": ""Double free of memory pointed to by 'x'"",
        ""line_content"": ""free(ptr);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,822-3,1,822,"[15, 26, 28, 30]",1.0,190.0,"[16, 20]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 16,
        ""cwe"": 190,
        ""message"": ""Integer overflow or wraparound when converting command line argument to an integer."",
        ""line_content"": ""long int number = strtol(argv[1], &endptr, 10);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 20,
        ""cwe"": 125,
        ""message"": ""Potential buffer over-read due to pointer arithmetic on dynamically allocated memory."",
        ""line_content"": ""printf(\""Number: %d\\n\"", *ptr);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,822-4,1,822,"[20, 25, 29, 35]",1.0,22.0,"[11, 14]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 11,
        ""cwe"": 22,
        ""message"": ""Potential buffer overflow due to fixed-size array 'line'"",
        ""line_content"": ""char line[256];""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 14,
        ""cwe"": 190,
        ""message"": ""Use of uninitialized variable 'endptr' after assignment"",
        ""line_content"": ""char* endptr;""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,822-5,1,822,"[16, 21, 25, 31]",1.0,190.0,"[10, 12]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 10,
        ""cwe"": 190,
        ""message"": ""Integer overflow or wraparound in 'strtol'"",
        ""line_content"": ""long val = strtol(ptr, &endptr, 10);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 12,
        ""cwe"": 78,
        ""message"": ""Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection') via environment variable 'PTR'"",
        ""line_content"": ""char* ptr = getenv(\""PTR\"");""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,822-6,1,822,[61],1.0,190.0,"[27, 30, 34]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 27,
        ""cwe"": 190,
        ""message"": ""Integer overflow or wraparound possible due to use of strtoul."",
        ""line_content"": ""int* input = (int*)strtoul(buffer, &endptr, 10);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 30,
        ""cwe"": 78,
        ""message"": ""Potential buffer over-read due to lack of bounds checking when reading from 'buffer'."",
        ""line_content"": ""printf(\""Received request: \\\""%s\\\""\"", buffer);""
    },
    {
        ""severity"": ""Low"",
        ""line"": 34,
        ""cwe"": 0,
        ""message"": ""Use of uninitialized variable 'result' before assignment."",
        ""line_content"": ""int result = *input % 2 == 0;""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,822-7,0,822,[],1.0,339.0,[6],"```json
[
    {
        ""severity"": ""Medium"",
        ""line"": 6,
        ""cwe"": 339,
        ""message"": ""The use of time(NULL) as the seed for srand can lead to predictable random numbers if the program is run multiple times within a short period."",
        ""line_content"": ""srand(time(NULL));""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,822-8,0,822,[],0.0,,[],"```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,822-9,0,822,[],0.0,,[],"```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,822-10,0,822,[],1.0,190.0,"[27, 30]","```json
[
    {
        ""severity"": ""Medium"",
        ""line"": 27,
        ""cwe"": 190,
        ""message"": ""The use of 'strtoul' can lead to integer overflow if the input value is too large."",
        ""line_content"": ""unsigned long message = strtoul(buffer, &endptr, 10);""
    },
    {
        ""severity"": ""High"",
        ""line"": 30,
        ""cwe"": 78,
        ""message"": ""The program reads data from an untrusted source (network) without proper validation or sanitization, which could lead to injection attacks."",
        ""line_content"": ""int bytes_read = read(new_socket, buffer, BUFFER_SIZE - 1);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,835-1,1,835,[4],0.0,,[],"```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,835-2,1,835,[6],0.0,,[],"```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,835-3,1,835,[4],1.0,486.0,[4],"```json
[
    {
        ""severity"": ""High"",
        ""line"": 4,
        ""cwe"": 486,
        ""message"": ""Infinite loop due to incorrect condition in 'for' statement."",
        ""line_content"": ""for (long long int i = 0; i > -1; i++) {""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,835-4,1,835,"[6, 8]",1.0,486.0,[6],"```json
[
    {
        ""severity"": ""High"",
        ""line"": 6,
        ""cwe"": 486,
        ""message"": ""Infinite loop due to decrementing the loop counter inside the loop body."",
        ""line_content"": ""i--;""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,835-5,1,835,"[11, 14]",1.0,489.0,[7],"```json
[
    {
        ""severity"": ""High"",
        ""line"": 7,
        ""cwe"": 489,
        ""message"": ""Infinite loop detected. The condition 'i >= 0' will always be true since 'i' starts at 0 and increments modulo 256."",
        ""line_content"": ""while (i >= 0)""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,835-6,1,835,[13],0.0,,[],"```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,835-7,0,835,[],0.0,,[],"```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,835-8,0,835,[],0.0,,[],"```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,835-9,0,835,[],0.0,,[],"```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,835-10,0,835,[],0.0,,[],"```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,843-1,1,843,"[15, 25]",1.0,68.0,"[17, 19]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 17,
        ""cwe"": 68,
        ""message"": ""Potential buffer overflow due to lack of bounds checking when printing the 'description' field."",
        ""line_content"": ""printf(\""Product Description: %s\\n\"", prod.description);""
    },
    {
        ""severity"": ""High"",
        ""line"": 19,
        ""cwe"": 68,
        ""message"": ""Potential buffer overflow due to lack of bounds checking when printing the 'name' field."",
        ""line_content"": ""printf(\""Person Name: %s\\n\"", person->name);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,843-2,1,843,"[5, 13]",0.0,,[],"```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,843-3,1,843,"[6, 11]",1.0,190.0,[6],"```json
[
    {
        ""severity"": ""High"",
        ""line"": 6,
        ""cwe"": 190,
        ""message"": ""Buffer overflow detected. The buffer 'buffer' has a size of 8 bytes, but 'strcpy' can write more than 8 bytes including the null terminator."",
        ""line_content"": ""strcpy(buffer, \""!\"");""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,843-4,1,843,[19],1.0,682.0,[16],"```json
[
    {
        ""severity"": ""High"",
        ""line"": 16,
        ""cwe"": 682,
        ""message"": ""Potential data loss when assigning a float to an int."",
        ""line_content"": ""b.real = 5.8;""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,843-5,1,843,"[12, 14, 15]",0.0,,[],"```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,843-6,1,843,"[3, 14]",1.0,190.0,"[6, 7]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 6,
        ""cwe"": 190,
        ""message"": ""Integer to pointer cast"",
        ""line_content"": ""printNum(CHECK_AND_RETURN(a));""
    },
    {
        ""severity"": ""High"",
        ""line"": 7,
        ""cwe"": 190,
        ""message"": ""Integer to pointer cast"",
        ""line_content"": ""printNum(CHECK_AND_RETURN(b));""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,843-7,0,843,[],1.0,357.0,[6],"```json
[
    {
        ""severity"": ""High"",
        ""line"": 6,
        ""cwe"": 357,
        ""message"": ""Division by zero is possible if sqrt(f) equals zero."",
        ""line_content"": ""printf(\""1/sqrt(%f) = %f\\n\"", f, 1/sqrt(f));""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,843-8,0,843,[],0.0,,[],"```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,843-9,0,843,[],0.0,,[],"```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,baseline,843-10,0,843,[],0.0,,[],"```json
[]
```"
