model,dataset,method,id,true_label,true_cwe,true_lines,pred_label,pred_cwe,pred_lines,retrieved_mistake_ids,retrieved_scores,retrieved_error_types,retrieved_true_cwes,retrieved_pred_cwes,raw
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,617-5,1,617,[8],0,,[],"[""617-4"", ""617-3"", ""617-8""]","[0.5513359820213956, 0.4488131413077247, 0.42990449079678195]","[""false_negative"", ""false_negative"", ""false_positive""]","""[np.int64(617), np.int64(617), np.int64(617)]""","[NaN, NaN, 68.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,617-6,1,617,[10],1,190.0,[5],"[""369-10"", ""369-7"", ""617-3""]","[0.616119140683371, 0.44145558716488414, 0.347373109549057]","[""false_positive"", ""false_positive"", ""false_negative""]","""[np.int64(369), np.int64(369), np.int64(617)]""","[682.0, 682.0, NaN]","```json
[
    {
        ""severity"": ""Medium"",
        ""line"": 5,
        ""cwe"": 190,
        ""message"": ""Buffer overflow risk due to limited width of the format specifier in scanf."",
        ""line_content"": ""scanf(\""%9d\"", &input);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,617-7,0,617,[],0,,[],"[""617-7"", ""617-10"", ""822-10""]","[0.9974433154987484, 0.9741954666288984, 0.9533987760022267]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(617), np.int64(617), np.int64(822)]""","[190.0, 680.0, 190.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,617-8,0,617,[],0,,[],"[""617-8"", ""617-3"", ""617-4""]","[0.9369245869393061, 0.8112604875961393, 0.35912450731693296]","[""false_positive"", ""false_negative"", ""false_negative""]","""[np.int64(617), np.int64(617), np.int64(617)]""","[68.0, NaN, NaN]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,617-9,0,617,[],0,,[],"[""617-4"", ""617-3"", ""617-8""]","[0.5513359820213956, 0.4488131413077247, 0.42990449079678195]","[""false_negative"", ""false_negative"", ""false_positive""]","""[np.int64(617), np.int64(617), np.int64(617)]""","[NaN, NaN, 68.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,617-10,0,617,[],1,680.0,[24],"[""617-10"", ""617-7"", ""822-10""]","[0.9973452986743888, 0.9747233956100163, 0.97170349642524]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(617), np.int64(617), np.int64(822)]""","[680.0, 190.0, 190.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 24,
        ""cwe"": 680,
        ""message"": ""Potential integer overflow in 'strtoul' function."",
        ""line_content"": ""unsigned long input = strtoul(buffer, &endptr, 10);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 24,
        ""cwe"": 190,
        ""message"": ""Possible use of uninitialized variable 'endptr'."",
        ""line_content"": ""char *endptr;""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,628-1,1,628,[18],1,22.0,[10],"[""253-8"", ""22-10"", ""362-5""]","[0.5774848840491825, 0.40685868471350617, 0.38007294741669756]","[""false_positive"", ""false_positive"", ""false_negative""]","""[np.int64(253), np.int64(22), np.int64(362)]""","[78.0, 78.0, NaN]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 10,
        ""cwe"": 22,
        ""message"": ""Potential directory traversal vulnerability due to use of user-supplied input in file path."",
        ""line_content"": ""write_to_file(text, filename);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,628-2,1,628,[18],0,,[],"[""628-2"", ""401-6"", ""416-10""]","[0.9738586314887584, 0.6496789208864239, 0.6423058627525617]","[""false_negative"", ""false_negative"", ""false_positive""]","""[np.int64(628), np.int64(401), np.int64(416)]""","[NaN, NaN, 416.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,628-3,1,628,[36],0,,[],"[""190-10"", ""369-7"", ""761-5""]","[0.996992187405664, 0.4233707932159587, 0.14559475797578136]","[""false_positive"", ""false_positive"", ""false_negative""]","""[np.int64(190), np.int64(369), np.int64(761)]""","[327.0, 682.0, NaN]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,628-4,1,628,"[10, 12, 58]",0,,[],"[""628-4"", ""798-8"", ""78-9""]","[0.9970054046656254, 0.626801386948522, 0.22114336269217294]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(628), np.int64(798), np.int64(78)]""","[NaN, 89.0, 78.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,628-5,1,628,"[23, 27, 32, 36, 41, 48]",1,89.0,[14],"[""628-8"", ""628-9"", ""78-10""]","[0.9974842188508157, 0.9973950470225014, 0.24645026001785103]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(628), np.int64(628), np.int64(78)]""","[89.0, 89.0, 78.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 14,
        ""cwe"": 89,
        ""message"": ""Potential Cross-Site Scripting (XSS) vulnerability due to URL decoding of user input."",
        ""line_content"": ""*dest = (char)(high * 16 + low);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,628-6,1,628,[53],0,,[],"[""798-4"", ""522-8"", ""617-10""]","[0.6287235303502997, 0.5715088105847145, 0.2204492473972212]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(798), np.int64(522), np.int64(617)]""","[NaN, 89.0, 680.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,628-7,0,628,[],0,,[],"[""415-9"", ""476-7"", ""787-7""]","[0.5473559694642532, 0.3231479191715571, 0.3072693327468025]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(415), np.int64(476), np.int64(787)]""","[190.0, 680.0, 680.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,628-8,0,628,[],1,89.0,[14],"[""628-8"", ""628-9"", ""78-10""]","[0.9973031413191924, 0.9972146814636009, 0.2451522881241093]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(628), np.int64(628), np.int64(78)]""","[89.0, 89.0, 78.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 14,
        ""cwe"": 89,
        ""message"": ""Potential Cross-Site Scripting (XSS) vulnerability due to URL decoding of user input."",
        ""line_content"": ""*dest = (char)(high * 16 + low);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,628-9,0,628,[],1,89.0,[14],"[""628-8"", ""628-9"", ""78-10""]","[0.9973031413191924, 0.9972146814636009, 0.2451522881241093]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(628), np.int64(628), np.int64(78)]""","[89.0, 89.0, 78.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 14,
        ""cwe"": 89,
        ""message"": ""Potential Cross-Site Scripting (XSS) vulnerability due to URL decoding of user input."",
        ""line_content"": ""*dest = (char)(high * 16 + low);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,628-10,0,628,[],0,,[],"[""628-4"", ""798-8"", ""78-9""]","[0.9967838074126576, 0.6260933897199551, 0.21943053525066]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(628), np.int64(798), np.int64(78)]""","[NaN, 89.0, 78.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,674-1,1,674,[5],1,118.0,[4],"[""617-4"", ""787-7"", ""787-10""]","[0.41812250886155883, 0.3674985895498184, 0.3667753690929781]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(617), np.int64(787), np.int64(787)]""","[NaN, 680.0, 190.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 4,
        ""cwe"": 118,
        ""message"": ""Potential stack overflow due to recursive call without proper termination condition."",
        ""line_content"": ""print(i);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,674-2,1,674,[9],0,,[],"[""617-4"", ""787-7"", ""787-10""]","[0.6426829339578027, 0.5707565656166811, 0.5563315325370112]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(617), np.int64(787), np.int64(787)]""","[NaN, 680.0, 190.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,674-3,1,674,"[4, 7, 9]",0,,[],"[""674-10"", ""787-8"", ""617-4""]","[0.9748648084388012, 0.33264794263080016, 0.3056090585480848]","[""false_positive"", ""false_positive"", ""false_negative""]","""[np.int64(674), np.int64(787), np.int64(617)]""","[190.0, 190.0, NaN]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,674-4,1,674,"[9, 10]",1,674.0,[4],"[""674-5"", ""787-8"", ""415-9""]","[0.9834465159049305, 0.40578496539721687, 0.25660460967189747]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(674), np.int64(787), np.int64(415)]""","[NaN, 190.0, 190.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 4,
        ""cwe"": 674,
        ""message"": ""Potential buffer overflow due to improper handling of array indexing."",
        ""line_content"": ""printf(\""%d\\n\"", arr[index]);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,674-5,1,674,"[9, 10]",0,,[],"[""674-5"", ""787-8"", ""415-9""]","[0.987762237737079, 0.3933192614894509, 0.3048134554632559]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(674), np.int64(787), np.int64(415)]""","[NaN, 190.0, 190.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,674-6,1,674,"[5, 8, 9]",0,,[],"[""674-5"", ""787-8"", ""415-9""]","[0.8410856625713911, 0.429624266023882, 0.2757896297352545]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(674), np.int64(787), np.int64(415)]""","[NaN, 190.0, 190.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,674-7,0,674,[],0,,[],"[""674-5"", ""787-8"", ""415-9""]","[0.9834465159049305, 0.40578496539721687, 0.25660460967189747]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(674), np.int64(787), np.int64(415)]""","[NaN, 190.0, 190.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,674-8,0,674,[],0,,[],"[""674-5"", ""787-8"", ""401-4""]","[0.8451432944362092, 0.4973364550185022, 0.2938264016644102]","[""false_negative"", ""false_positive"", ""false_negative""]","""[np.int64(674), np.int64(787), np.int64(401)]""","[NaN, 190.0, NaN]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,674-9,0,674,[],0,,[],"[""362-9"", ""617-4"", ""787-7""]","[0.44425654739969744, 0.35921835631440246, 0.2906822406904537]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(362), np.int64(617), np.int64(787)]""","[680.0, NaN, 680.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,674-10,0,674,[],0,,[],"[""674-10"", ""787-8"", ""617-4""]","[0.9827035254654658, 0.33175202191324665, 0.3076845738152967]","[""false_positive"", ""false_positive"", ""false_negative""]","""[np.int64(674), np.int64(787), np.int64(617)]""","[190.0, 190.0, NaN]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,761-1,1,761,"[15, 19, 22]",0,,[],"[""761-1"", ""78-9"", ""798-8""]","[0.9941498818088094, 0.45204034969883633, 0.2537102560762731]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(761), np.int64(78), np.int64(798)]""","[NaN, 78.0, 89.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,761-2,1,761,[12],1,416.0,[6],"[""78-9"", ""401-10"", ""787-7""]","[0.47520763075541206, 0.24795889189964754, 0.2449961024294364]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(78), np.int64(401), np.int64(787)]""","[78.0, 416.0, 680.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 6,
        ""cwe"": 416,
        ""message"": ""Buffer overflow due to pointer arithmetic on allocated memory."",
        ""line_content"": ""buf++;""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,761-3,1,761,[23],0,,[],"[""787-7"", ""761-8"", ""476-7""]","[0.7424695563474327, 0.723215571037867, 0.6660615906823454]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(787), np.int64(761), np.int64(476)]""","[680.0, 415.0, 680.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,761-4,1,761,[30],0,,[],"[""761-8"", ""401-6"", ""415-7""]","[0.9769837582115148, 0.7412597849684369, 0.7405179881416557]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(761), np.int64(401), np.int64(415)]""","[415.0, NaN, 68.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,761-5,1,761,[18],0,,[],"[""761-5"", ""415-7"", ""415-8""]","[0.9768713643677854, 0.3590460611878728, 0.35698099253572463]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(761), np.int64(415), np.int64(415)]""","[NaN, 68.0, 68.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,761-6,1,761,"[15, 18]",0,,[],"[""761-5"", ""415-7"", ""415-8""]","[0.9469328571667733, 0.3444783524792266, 0.34249707062169843]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(761), np.int64(415), np.int64(415)]""","[NaN, 68.0, 68.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,761-7,0,761,[],0,,[],"[""761-1"", ""78-9"", ""78-10""]","[0.9620658806920095, 0.381860357203282, 0.26681711510459144]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(761), np.int64(78), np.int64(78)]""","[NaN, 78.0, 78.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,761-8,0,761,[],1,415.0,"[14, 17]","[""761-8"", ""401-6"", ""401-9""]","[0.9798415899177276, 0.7426994027136657, 0.7348898250203727]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(761), np.int64(401), np.int64(401)]""","[415.0, NaN, 69.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 14,
        ""cwe"": 415,
        ""message"": ""Potential use-after-free vulnerability due to dereferencing 'b' after it has been freed."",
        ""line_content"": ""printf(\""%d\\n\"", *b);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 17,
        ""cwe"": 415,
        ""message"": ""Potential use-after-free vulnerability due to dereferencing 'b' after it has been freed."",
        ""line_content"": ""if (i < 9) {""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,761-9,0,761,[],0,,[],"[""761-8"", ""401-6"", ""415-7""]","[0.9769837582115148, 0.7412597849684369, 0.7405179881416557]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(761), np.int64(401), np.int64(415)]""","[415.0, NaN, 68.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,761-10,0,761,[],0,,[],"[""761-5"", ""415-7"", ""415-8""]","[0.9652518736361089, 0.3442152292347373, 0.3422354607417119]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(761), np.int64(415), np.int64(415)]""","[NaN, 68.0, 68.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,770-1,1,770,[68],0,,[],"[""770-1"", ""617-7"", ""822-10""]","[0.9983535503365574, 0.42379012377836506, 0.42279684584454424]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(770), np.int64(617), np.int64(822)]""","[NaN, 190.0, 190.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,770-2,1,770,"[30, 37]",0,,[],"[""822-10"", ""617-7"", ""617-10""]","[0.6267635591620061, 0.6228368020477482, 0.6174051904704911]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(822), np.int64(617), np.int64(617)]""","[190.0, 190.0, 680.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,770-3,1,770,[26],1,680.0,"[14, 22]","[""787-7"", ""476-7"", ""617-4""]","[0.5194202016384732, 0.5161548528627299, 0.5100372550242441]","[""false_positive"", ""false_positive"", ""false_negative""]","""[np.int64(787), np.int64(476), np.int64(617)]""","[680.0, 680.0, NaN]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 14,
        ""cwe"": 680,
        ""message"": ""Potential integer overflow in 'scanf' function call."",
        ""line_content"": ""scanf(\""%9u\"", &input);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 22,
        ""cwe"": 476,
        ""message"": ""Buffer over-read due to lack of bounds checking on 'input'."",
        ""line_content"": ""char* randChars = createRandChars(input, &seed);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,770-4,1,770,[34],0,,[],"[""369-10"", ""22-8"", ""369-7""]","[0.4425531688546026, 0.42440017947756686, 0.34459516050688727]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(369), np.int64(22), np.int64(369)]""","[682.0, 78.0, 682.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,770-5,1,770,[26],0,,[],"[""770-10"", ""770-1"", ""617-7""]","[0.7880843930401573, 0.37410095503836094, 0.26153722862123613]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(770), np.int64(770), np.int64(617)]""","[680.0, NaN, 190.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,770-6,1,770,[31],0,,[],"[""770-10"", ""770-1"", ""617-7""]","[0.9875599170443513, 0.32975142142008196, 0.30971414780412904]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(770), np.int64(770), np.int64(617)]""","[680.0, NaN, 190.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,770-7,0,770,[],1,190.0,"[10, 14, 20]","[""369-10"", ""22-8"", ""369-7""]","[0.42859288225332776, 0.408453834979966, 0.3293274327798818]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(369), np.int64(22), np.int64(369)]""","[682.0, 78.0, 682.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 10,
        ""cwe"": 190,
        ""message"": ""Potential buffer overflow due to lack of bounds checking when reading from standard input."",
        ""line_content"": ""int read_val = getchar();""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 14,
        ""cwe"": 190,
        ""message"": ""Potential buffer overflow due to lack of bounds checking when reading from standard input."",
        ""line_content"": ""input[i] = c;""
    },
    {
        ""severity"": ""Low"",
        ""line"": 20,
        ""cwe"": 0,
        ""message"": ""Memory reallocation check can be improved by handling the case where realloc fails."",
        ""line_content"": ""if (new_input == NULL) {""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,770-8,0,770,[],0,,[],"[""770-1"", ""822-10"", ""617-7""]","[0.9713044079927478, 0.41548825981332793, 0.4088666660301131]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(770), np.int64(822), np.int64(617)]""","[NaN, 190.0, 190.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,770-9,0,770,[],1,680.0,"[20, 24]","[""787-7"", ""617-4"", ""476-7""]","[0.4762583114437034, 0.44545228700954476, 0.4339232734442973]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(787), np.int64(617), np.int64(476)]""","[680.0, NaN, 680.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 20,
        ""cwe"": 680,
        ""message"": ""Potential integer overflow due to multiplication in the random number generation formula."",
        ""line_content"": ""rand = (rand * 89 + 101) % 64;""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 24,
        ""cwe"": 476,
        ""message"": ""Buffer size calculation can lead to out-of-bounds access if `desiredN` exceeds `LENGTH_LIMIT`."",
        ""line_content"": ""unsigned int n = (LENGTH_LIMIT < desiredN) ? LENGTH_LIMIT : desiredN;""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,770-10,0,770,[],0,,[],"[""770-10"", ""770-1"", ""617-7""]","[0.9903216993994084, 0.3337455594416738, 0.3158485974871746]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(770), np.int64(770), np.int64(617)]""","[680.0, NaN, 190.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,787-1,1,787,[7],1,190.0,[6],"[""134-7"", ""134-9"", ""798-8""]","[0.4267571706128146, 0.346788820768663, 0.26427936340469926]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(134), np.int64(134), np.int64(798)]""","[89.0, 190.0, 89.0]","```json
[
    {
        ""severity"": ""Medium"",
        ""line"": 6,
        ""cwe"": 190,
        ""message"": ""Buffer overflow risk due to lack of bounds checking on input."",
        ""line_content"": ""scanf(\""%s\"", reg_name);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,787-2,1,787,[7],1,120.0,[6],"[""522-10"", ""798-8"", ""134-7""]","[0.4574984349613666, 0.35984569885788453, 0.2983139440744974]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(522), np.int64(798), np.int64(134)]""","[89.0, 89.0, 89.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 6,
        ""cwe"": 120,
        ""message"": ""Buffer overflow detected. The 'strcpy' function can write beyond the bounds of the 'username' array."",
        ""line_content"": ""strcpy(username,\""Is_this_too_long_for_this_array_buffer?\"");""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,787-3,1,787,[18],1,114.0,[11],"[""78-9"", ""134-7"", ""787-7""]","[0.33505264218485126, 0.32122161915424385, 0.3054362614806852]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(78), np.int64(134), np.int64(787)]""","[78.0, 89.0, 680.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 11,
        ""cwe"": 114,
        ""message"": ""Buffer overflow due to fixed-size buffer 'OSusername' being used with 'strcpy'."",
        ""line_content"": ""strcpy(OSusername,user);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,787-4,1,787,[14],1,78.0,"[10, 14]","[""253-10"", ""78-10"", ""134-7""]","[0.30662593934518434, 0.3003579814677527, 0.2267708026544577]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(253), np.int64(78), np.int64(134)]""","[78.0, 78.0, 89.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 10,
        ""cwe"": 78,
        ""message"": ""Buffer overflow due to use of fscanf with no size limit."",
        ""line_content"": ""fscanf(stdin, \""%s\"", string_2);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 14,
        ""cwe"": 78,
        ""message"": ""Potential buffer overflow due to use of fgets without checking return value."",
        ""line_content"": ""fgets(string_3, sizeof(string_3), stdin);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,787-5,1,787,[51],1,680.0,[20],"[""787-7"", ""761-8"", ""476-7""]","[0.5549015556018636, 0.5223197949738003, 0.5027240976024963]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(787), np.int64(761), np.int64(476)]""","[680.0, 415.0, 680.0]","```json
[
    {
        ""severity"": ""Medium"",
        ""line"": 20,
        ""cwe"": 680,
        ""message"": ""Potential buffer overflow due to use of scanf without checking input length."",
        ""line_content"": ""scanf(\""%s\"", str2);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,787-6,1,787,"[10, 17]",0,,[],"[""787-7"", ""787-8"", ""476-7""]","[0.5709700239749638, 0.5189174938789435, 0.5105888227213662]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(787), np.int64(787), np.int64(476)]""","[680.0, 190.0, 680.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,787-7,0,787,[],0,,[],"[""787-7"", ""476-7"", ""761-8""]","[0.9399460300765033, 0.7344236241077711, 0.7066509264812952]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(787), np.int64(476), np.int64(761)]""","[680.0, 680.0, 415.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,787-8,0,787,[],0,,[],"[""787-8"", ""787-7"", ""787-10""]","[0.9808767206734438, 0.4770543768807259, 0.4255845308086454]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(787), np.int64(787), np.int64(787)]""","[190.0, 680.0, 190.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,787-9,0,787,[],0,,[],"[""369-3"", ""798-8"", ""522-8""]","[0.4478559381525037, 0.3900625638045481, 0.3394835097714307]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(369), np.int64(798), np.int64(522)]""","[NaN, 89.0, 89.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,787-10,0,787,[],1,190.0,"[6, 10, 12]","[""787-10"", ""125-9"", ""787-7""]","[0.974396333343827, 0.902391253018612, 0.5989914803437095]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(787), np.int64(125), np.int64(787)]""","[190.0, 190.0, 680.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 6,
        ""cwe"": 190,
        ""message"": ""Array index out of bounds access."",
        ""line_content"": ""a[i] = 350 - 3 * i;""
    },
    {
        ""severity"": ""High"",
        ""line"": 10,
        ""cwe"": 190,
        ""message"": ""Array index out of bounds access."",
        ""line_content"": ""printf(\""%d, \"", a[i]);""
    },
    {
        ""severity"": ""High"",
        ""line"": 12,
        ""cwe"": 190,
        ""message"": ""Array index out of bounds access."",
        ""line_content"": ""printf(\""Special elem: %d\\n\"", a[INT_MAX]);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,798-1,1,798,"[40, 45]",0,,[],"[""798-1"", ""798-9"", ""798-8""]","[0.9978808336717657, 0.7565219063291401, 0.16518920159673323]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(798), np.int64(798), np.int64(798)]""","[NaN, 327.0, 89.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,798-2,1,798,[10],1,369.0,[7],"[""369-3"", ""522-8"", ""798-8""]","[0.44453349787562274, 0.38557533266148103, 0.3492105148630313]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(369), np.int64(522), np.int64(798)]""","[NaN, 89.0, 89.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 7,
        ""cwe"": 369,
        ""message"": ""Buffer overflow risk due to fixed-size buffer 'password' with no bounds checking."",
        ""line_content"": ""fgets(password, sizeof(password), stdin);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,798-3,1,798,"[13, 24]",0,,[],"[""522-9"", ""89-8"", ""798-8""]","[0.9451952727623659, 0.8288347462882083, 0.2493604503234757]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(522), np.int64(89), np.int64(798)]""","[89.0, 89.0, 89.0]","```json
[]
```"
